parl_const,parl_const_name,prem_count,pixel_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Voice_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4,5G_high_confidence_prem_out_0,5G_high_confidence_prem_out_1,5G_high_confidence_prem_out_2,5G_high_confidence_prem_out_3,5G_high_confidence_prem_out_4,5G_high_confidence_geo_out_0,5G_high_confidence_geo_out_1,5G_high_confidence_geo_out_2,5G_high_confidence_geo_out_3,5G_high_confidence_geo_out_4,5G_very_high_confidence_prem_out_0,5G_very_high_confidence_prem_out_1,5G_very_high_confidence_prem_out_2,5G_very_high_confidence_prem_out_3,5G_very_high_confidence_prem_out_4,5G_very_high_confidence_geo_out_0,5G_very_high_confidence_geo_out_1,5G_very_high_confidence_geo_out_2,5G_very_high_confidence_geo_out_3,5G_very_high_confidence_geo_out_4
E14001471,Sherwood Forest,49667,30972,1678,5,1113,0.02,0.37,9.18,90.42,3.25,12.54,45.28,38.93,1.22,4.81,21.25,72.73,12.04,16.21,31.7,40.05,,,100,,13.03,16.17,33.51,37.29,,31.08,68.92,,,0.09,67.05,32.85,,,,17.58,82.42,,,0.36,55.42,44.22,,,,100,,,,0.45,55.88,43.67,,,,,0.04,1.97,97.99,0.43,1.1,5.97,22.12,70.38,,0.27,1.46,8.6,89.67,2.32,6.14,12.4,19.85,59.3,,,,100,,1.71,6.47,15.36,19.23,57.23,,,0.01,0.44,99.55,,0.61,1.89,14.57,82.94,,,0.38,7.58,92.04,0.06,1.25,7.27,23.06,68.36,,,,100,,,1.62,8,25.16,65.23,,,,0,100,,,0.03,0.84,99.13,,,,0.27,99.73,,,0.24,3.58,96.19,,,,,100,,,0.36,4.67,94.97,5.65,21.18,45.3,20.66,7.22,15.73,29.78,38.87,13.05,2.57,9.38,36.97,36.44,15.29,1.91,29.59,38.01,27.67,3.88,0.85
E14001472,Shipley,45843,9685,698,,425,,,3.85,96.15,0.5,5.98,21.22,72.3,0.04,0.12,3.74,96.1,0.14,2.87,12.18,84.81,,,,,,2.35,10.82,86.82,,0.12,99.88,,,,1.73,98.27,,,,1.03,98.97,,,,2.29,97.71,,,,,,,,,0.94,99.06,,,,,,0.06,99.94,0.13,0.84,3.95,10.21,84.87,0.02,0.02,0.03,1.06,98.86,,0.29,2.72,6.16,90.83,,,,,,,0.47,2.59,2.35,94.59,,,,0.04,99.96,,0.03,0.39,11,88.57,,0.02,0.02,0.66,99.3,,,0.43,7.02,92.55,,,,,,,,,4.24,95.76,,,,,100,,,,0.04,99.96,,,,,100,,,,0.57,99.43,,,,,,,,,,100,0.28,5.63,15.14,32.4,46.56,0.25,4.24,19.65,39.18,36.68,1.54,14.58,31.4,31.87,20.61,3.8,15.93,38.45,30.17,11.65
E14001473,Shrewsbury,49769,33380,2027,,1329,0.05,0.15,5.78,94.01,1.47,2.75,36.64,59.15,0.8,1.39,10.28,87.53,2.12,6.31,35.32,56.24,,,,,1.28,4.59,34.31,59.82,0.01,63.31,36.69,,,0.1,88.06,11.84,,,0.19,56.08,43.73,,,0.1,80.56,19.34,,,,,,,,,75.92,24.08,,,,0.03,0.07,0.27,99.62,0.28,0.83,1.53,5.69,91.67,0.2,0.4,0.77,1.92,96.71,0.25,1.18,4.19,12.73,81.65,,,,,,0.08,0.83,2.93,9.26,86.91,,0,0.04,0.22,99.73,0.07,0.27,1.04,4.39,94.23,0.06,0.25,0.5,1.42,97.77,0.05,0.35,2.27,9.67,87.67,,,,,,,0.23,1.88,7.07,90.82,,,,0.01,99.99,,0.02,0.08,0.2,99.69,,0.01,0.01,0.22,99.76,,,,0.49,99.51,,,,,,,,,0.38,99.62,3.81,20,76.18,,,12.99,49.3,37.71,,,7.27,55.37,37.35,,,27.8,59.2,13,,
E14001474,Sittingbourne And Sheppey,50408,16370,771,73,553,0,1.81,6.33,91.86,3.56,9.95,35.04,51.44,0.02,1.13,11.14,87.7,1.82,17.38,31.52,49.29,,5.48,38.36,56.16,1.81,16.64,35.26,46.29,0,5.41,94.58,,,1.88,19.42,78.7,,,0.01,3.79,96.21,,,0.13,24.38,75.49,,,,35.62,64.38,,,0.18,25.68,74.14,,,,0.2,0.7,1.48,97.62,0.8,4.48,10.13,17.1,67.48,,0.03,0.4,3.04,96.52,0.52,2.98,9.6,22.31,64.59,,,1.37,6.85,91.78,,0.9,9.22,23.33,66.55,,,0.06,1.16,98.78,0.12,1.53,2.72,15.4,80.23,,,0.03,0.78,99.19,,,1.95,21.79,76.26,,,,6.85,93.15,,,0.54,20.25,79.2,,,,,100,,0.2,0.67,1.32,97.81,,,,,100,,,,0.52,99.48,,,,,100,,,,,100,0.41,22.56,55.95,19.9,1.18,0.82,19.28,40.86,30.55,8.5,6.42,50.45,39.02,4.11,,18.95,36.16,39.21,5.67,0.02
E14001475,Skipton And Ripon,51335,203641,5007,127,2506,1.79,1.32,8.49,88.4,7.62,9.93,29.78,52.66,16.48,8.89,14.43,60.2,15.56,10.15,28.4,45.9,,,7.87,92.13,4.15,6.11,30.29,59.46,0.47,12.17,87.36,,,2.2,23.84,73.97,,,9.35,26.83,63.83,,,7.73,28.68,63.59,,,,2.36,97.64,,,0.32,20.23,79.45,,,0.57,0.86,1.14,3.92,93.51,1.92,2.8,6.4,17.61,71.26,10.46,6.86,5.3,10,67.39,6.01,7.59,6.79,17.14,62.47,,,,,100,0.4,1.36,2.83,10.73,84.68,0.31,0.45,0.86,2.68,95.7,1.05,1.96,3.57,13.97,79.45,7.07,5.63,5.45,8.78,73.07,4.57,4.75,5.61,15.94,69.12,,,,,100,0.08,0.52,2.39,7.62,89.39,0.08,0.16,0.39,0.47,98.91,0.57,0.74,0.94,2.81,94.94,1.96,3.59,3.47,4.59,86.39,2.94,3,2.64,5.43,86,,,,,100,,,0.12,0.56,99.32,10.19,18.09,48.25,23.44,0.03,38.68,27.84,25.27,8.05,0.15,17.16,26.49,48.27,8.08,,52.54,29.03,17,1.44,
E14001476,Sleaford And North Hykeham,46542,71874,2781,,1247,0.11,1.12,14.64,84.14,7.1,23.85,39.63,29.42,0.26,1.67,15.82,82.25,9.85,23.66,32.58,33.91,,,,,8.02,16.68,36.41,38.89,,36.82,63.18,,,0.17,64.99,34.84,,,,31.93,68.07,,,0.14,73.57,26.29,,,,,,,,,74.26,25.74,,,,,0.15,1.77,98.08,0.5,3.43,13.24,17.73,65.09,,0.03,0.19,1.73,98.04,0.29,3.63,16.54,24.42,55.12,,,,,,0.16,2.97,12.35,22.94,61.59,,,0,1.43,98.56,,0.92,6.5,21.85,70.73,,,0.07,1.32,98.6,,0.68,7.7,28.12,63.5,,,,,,,0.24,9.38,19.33,71.05,,,,,100,,,0.11,1.47,98.42,,,,,100,,,,1.33,98.67,,,,,,,,,,100,11.45,22.76,25.42,19.49,20.88,15.39,33.31,33.23,14.5,3.57,19.9,23.31,32.68,17.92,6.19,35.15,30.69,28.23,4.92,1.01
E14001477,Slough,50795,2487,259,65,271,,,,100,,0,6.07,93.93,,,0.28,99.72,,,2.7,97.3,,,21.54,78.46,,,7.38,92.62,,,100,,,,15.45,84.55,,,,0.16,99.84,,,,13.13,86.87,,,,4.62,95.38,,,,10.33,89.67,,,,,,,100,,,,0.66,99.34,,,,0.04,99.96,,,,0.39,99.61,,,,7.69,92.31,,,,2.21,97.79,,,,,100,,,,0.05,99.95,,,,0.04,99.96,,,,0.39,99.61,,,,7.69,92.31,,,,2.21,97.79,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,1.98,98.02,,,0.08,2.65,97.27,,0.47,1.39,21.62,76.51,,0.2,2.29,19.26,78.25
E14001478,Smethwick,47265,2222,450,41,297,,,,100,,0.4,6.93,92.67,,,,100,,0.44,9.78,89.78,,,14.63,85.37,,0.34,11.11,88.55,,,100,,,,0.56,99.44,,,,,100,,,,1.11,98.89,,,,,100,,,,0.67,99.33,,,,,,,100,,,,1.27,98.73,,,,,100,,,,1.56,98.44,,,,2.44,97.56,,,,1.35,98.65,,,,,100,,,,0.13,99.87,,,,,100,,,,0.44,99.56,,,,,100,,,,0.34,99.66,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,0.35,1.67,97.98,,,0.18,1.58,98.24,,0.17,11.09,34.39,54.35,,0.27,8.06,32.63,59.05
E14001479,Solihull West And Shirley,42869,3938,254,32,133,,,0.4,99.6,1.13,3.13,22.41,73.34,,0.08,2.56,97.36,,0.39,16.14,83.46,,,6.25,93.75,,,11.28,88.72,,0.02,99.98,,,0.07,6.64,93.29,,,,0.25,99.75,,,,5.12,94.88,,,,,100,,,,0.75,99.25,,,,,,0.1,99.9,,0.01,0.89,6.54,92.56,,,,0.23,99.77,,,,5.12,94.88,,,,,100,,,,5.26,94.74,,,,,100,,,0.01,1.17,98.82,,,,0.05,99.95,,,,0.39,99.61,,,,,100,,,,,100,,,,,100,,,,0.07,99.93,,,,,100,,,,,100,,,,,100,,,,,100,,,0.05,6.24,93.71,,,0.2,5.23,94.57,,1.64,8.23,39.92,50.21,0.05,2.92,10.44,38.22,48.37
E14001480,South Basildon And East Thurrock,44015,12296,818,,542,,,2.39,97.61,0.89,7.01,22.2,69.91,,,8.06,91.94,0.37,4.03,35.09,60.51,,,,,0.37,3.69,36.53,59.41,,3.44,96.56,,,,12.83,87.17,,,,2.04,97.96,,,,20.54,79.46,,,,,,,,,19,81,,,,,,,100,0.01,0.14,1.82,8.64,89.4,,,,0.46,99.54,,0.12,0.61,11.61,87.65,,,,,,,0.18,0.55,8.67,90.59,,,,,100,,0,0.38,5.18,94.44,,,,0.43,99.57,,,,6.48,93.52,,,,,,,,,4.06,95.94,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,8.48,31.58,21.98,37.96,,5.44,33.86,38.35,22.36,1.17,23.59,39.28,27.75,8.21,2.37,40.27,34.85,17.03,5.48
E14001481,South Cambridgeshire,47987,58878,2254,279,1916,0.01,0.07,7.78,92.14,3.73,14.7,37.87,43.7,0.05,0.42,8.7,90.84,4.04,8.34,33.23,54.39,,,17.56,82.44,1.25,4.18,32.57,62,,7.07,92.93,,,0,30.86,69.14,,,,6.4,93.6,,,,38.78,61.22,,,,13.62,86.38,,,,33.51,66.49,,,,,0.02,1.21,98.76,0.13,2,8.44,18.28,71.16,,0,0.06,0.82,99.13,0.13,1.91,6.48,15.04,76.44,,,,2.51,97.49,,0.26,4.44,10.65,84.66,,,0.02,0.21,99.77,0,0.18,3.42,16.17,80.24,,,0.03,0.55,99.42,,0.22,4.26,12.33,83.19,,,,0.72,99.28,,,2.14,9.5,88.36,,,,,100,,,0.02,0.38,99.6,,,,,100,,,,0.35,99.65,,,,,100,,,,,100,1.19,23.44,34.48,37.7,3.2,3.13,19.51,39.86,35.7,1.8,5.47,35.54,42.08,16.12,0.79,8.9,34.25,48.02,8.4,0.43
E14001482,South Cotswolds,46824,84309,3412,302,2142,0.21,0.7,11.51,87.57,8.55,15.41,29.78,46.27,1.37,2.56,16.57,79.5,9.09,11.72,32.06,47.13,,1.32,14.9,83.77,3.64,8.96,34.22,53.17,0.01,8.07,91.92,,,0.35,33.84,65.81,,,0.11,10.14,89.74,,,0.64,44.43,54.92,,,,10.6,89.4,,,,33.1,66.9,,,0.02,0.06,0.26,2.57,97.1,0.72,3.06,9.47,20.54,66.22,0.17,0.47,0.87,3.2,95.29,1.44,3.14,6.57,22.13,66.74,,,,4.64,95.36,0.28,1.07,4.53,20.03,74.09,0,0.02,0.07,1.33,98.57,0.14,0.76,4.33,17.47,77.3,0.03,0.18,0.65,2.13,97.01,0.32,1.58,4.02,15.83,78.25,,,,1.99,98.01,,0.33,2.43,13.03,84.22,,,,0.03,99.97,0.01,0.04,0.22,1.68,98.05,,,0.02,0.28,99.7,,0.09,0.26,1.93,97.71,,,,,100,,,,0.56,99.44,25.29,27.41,43.5,3.8,,33.7,33.45,26.67,6.18,,41,41.39,17.47,0.14,,54.97,35.38,9.38,0.27,
E14001483,South Derbyshire,46014,29101,1459,,1041,0.08,1.42,14.48,84.02,6.42,11.11,35.79,46.68,0.91,3.63,15.79,79.67,4.18,12.47,32.63,50.72,,,,,4.61,12.97,29.3,53.12,,87.57,12.43,,,0.39,96.61,3,,,,75.44,24.56,,,0.27,94.72,5,,,,,,,,0.38,96.64,2.98,,,,0.01,0.14,1.55,98.3,0.58,1.77,6.04,13.01,78.59,,0.06,1.01,4.01,94.92,1.1,0.96,3.08,12.89,81.97,,,,,,0.86,0.86,3.46,11.62,83.19,,,0.13,1.39,98.49,0.02,0.78,2.19,11.84,85.16,,,0.18,2.96,96.86,0.07,1.78,1.17,8.16,88.83,,,,,,0.1,1.44,1.06,8.45,88.95,,,,0,100,,0.01,0.14,1.49,98.37,,,,0.03,99.97,,,0.14,1.03,98.83,,,,,,,,0.19,1.25,98.56,1.86,6.84,18.9,51.83,20.57,4.15,13.33,21.41,32.73,28.39,6.86,21.04,30.95,35.9,5.25,14.16,29.6,32.18,20.11,3.95
E14001484,South Devon,52990,63519,2097,,1733,0.86,2.53,9.78,86.83,6.31,9.28,30.69,53.72,4.13,6.92,15.1,73.86,4.15,9.2,26.94,59.7,,,,,3.81,9.12,27.01,60.07,0.11,9.96,89.93,,,2,22.35,75.65,,,0.83,20.01,79.16,,,0.29,22.94,76.78,,,,,,,,0.06,21.35,78.59,,,0.2,0.87,1.67,3.45,93.81,2.69,4.04,6.2,14.26,72.8,1.67,2.86,5.21,7.82,82.45,1.34,2,7.73,12.3,76.63,,,,,,1.15,1.27,8.02,13.27,76.28,0.02,0.28,1.3,2.78,95.62,0.91,3.03,5.17,10.44,80.46,0.43,1.6,3.6,8.29,86.08,0.19,2.05,3.05,12.64,82.07,,,,,,,1.56,2.65,13.16,82.63,,0.03,0.05,0.29,99.63,0.16,0.75,1.46,2.98,94.65,0.04,0.25,0.48,1.11,98.11,,,0.67,2.1,97.23,,,,,,,,0.46,1.5,98.04,20.26,40.06,36.7,2.98,,31.51,43.4,24,1.09,,28.05,55.45,16.19,0.31,,45.41,46.63,7.82,0.14,
E14001485,South Dorset,53034,35087,1541,,672,0.17,0.32,13.04,86.47,1.37,5.35,35.82,57.46,2.95,6.28,26.61,64.16,6.16,13.3,35.43,45.1,,,,,3.27,8.48,30.36,57.89,0.04,3.96,96,,,0.28,17.28,82.44,,,0.77,14.89,84.35,,,0.97,38.35,60.67,,,,,,,,1.34,29.32,69.35,,,0.01,0.13,0.45,2.47,96.94,0.57,1.3,3.47,6.6,88.05,0.31,1.54,4.2,13.18,80.77,1.56,5.58,9.41,22.78,60.67,,,,,,0.45,4.61,3.72,18.9,72.32,0,0.01,0.38,1.79,97.82,0.08,1.01,2.7,5.85,90.36,0.08,0.43,2.51,11.02,85.97,0.26,2.53,9.34,19.79,68.07,,,,,,0.45,0.45,5.65,13.54,79.91,,,0,0.09,99.91,0.01,0.07,0.49,1.88,97.56,,0.01,0.06,1.82,98.11,,0.13,0.91,7.07,91.89,,,,,,,0.15,0.6,4.02,95.24,12.33,26.33,61.33,0.01,0,22.53,45.46,31.4,0.5,0.12,19.21,59.05,21.74,,,37.01,47.85,15.11,0.03,
E14001486,South East Cornwall,49409,71239,2802,,1594,0.76,2.13,7.67,89.44,4.65,10.03,26.8,58.52,4.44,7.26,13.16,75.14,6.85,10.67,24.84,57.64,,,,,4.71,7.03,24.4,63.86,0.12,5.85,94.03,,,1.19,22,76.82,,,0.58,15.14,84.28,,,0.75,21.48,77.77,,,,,,,,0.56,16.31,83.12,,,0.15,0.56,1.29,3.89,94.12,1.66,3.26,8.73,13.97,72.37,0.85,2.81,4.7,6.86,84.78,2.03,3,7.1,15.35,72.52,,,,,,0.69,2.26,4.96,13.49,78.61,0.06,0.16,0.92,2.69,96.16,0.57,2.02,4.44,12.73,80.24,0.14,1.14,3.82,7.22,87.67,0.46,2.18,4.89,13.67,78.8,,,,,,0.25,1.25,3.07,11.61,83.81,,,0.06,0.27,99.67,0.14,0.4,1.28,3.02,95.16,0,0.04,0.28,1.25,98.44,0.04,0.25,0.82,3.25,95.65,,,,,,0.06,0.06,0.44,1.76,97.68,20.86,36.71,34.37,8.06,0,34.33,40.3,22.67,2.69,0.01,32.24,54.46,12.29,1.01,,50.14,41.74,7.87,0.25,
E14001487,South Holland And The Deepings,53591,77980,3283,,1449,0.29,1.21,16.41,82.09,13.25,14.78,30.66,41.31,0.78,3.18,21.66,74.38,19.52,21.14,31.68,27.66,,,,,13.73,19.53,35.2,31.54,,51.97,48.03,,,0.3,79.31,20.4,,,0,47.75,52.25,,,0.18,83.37,16.45,,,,,,,,,81.02,18.98,,,,0.01,0.31,2.24,97.45,2,3.69,8.48,21.26,64.57,,0,0.14,3.6,96.26,3.69,5.33,15.32,27.54,48.13,,,,,,1.1,3.93,9.32,30.3,55.35,,,0.28,1.2,98.52,0.1,2.88,6.67,16.38,73.98,,,0.09,0.76,99.14,0.15,4.84,10.75,26.9,57.36,,,,,,,1.79,7.8,23.6,66.8,,,,,100,,,0.31,1.77,97.91,,,,0,100,,,0.27,1.8,97.93,,,,,,,,,1.1,98.9,9.58,20.4,42.49,27.53,,14.27,33.8,43.78,8.15,,22.13,18.79,49.93,9.14,,34.07,34.05,30.23,1.66,
E14001488,South Leicestershire,47628,33168,1433,517,1354,,0.29,7.3,92.41,4.46,11.1,42.53,41.91,0.04,0.57,5.92,93.48,3.28,9.63,32.38,54.71,,,16.05,83.95,1.7,6.43,24.89,66.99,,56.74,43.26,,,0.06,82.94,17,,,,24.01,75.99,,,0.14,68.88,30.98,,,,55.9,44.1,,,0.15,66.91,32.94,,,,,0.03,0.79,99.18,0.34,1.53,4.79,11.61,81.74,0,0.02,0.11,1.28,98.59,0.07,1.4,6.56,14.24,77.74,,,0.19,1.35,98.45,0.07,1.26,4.65,10.27,83.75,,,0.01,0.38,99.61,0,0.48,2.62,12.13,84.76,,0,0.03,0.87,99.1,,0.49,2.93,14.1,82.48,,,,0.58,99.42,,0.52,2.66,9.9,86.93,,,,,100,,,0.03,0.63,99.34,,,,,100,,,,0.84,99.16,,,,,100,,,,0.74,99.26,0.99,6.76,25.55,33.56,33.13,2.95,11.21,35.5,33.55,16.79,2.9,12.04,52.12,26.88,6.06,9.27,22.87,46.24,18.74,2.88
E14001489,South Norfolk,45087,51824,1946,,1146,0.58,3.29,16.72,79.41,11.05,15.62,31.16,42.17,0.71,5.65,24.63,69.01,13.62,19.48,30.83,36.07,,,,,14.14,14.4,31.68,39.79,,9.81,90.19,,,1.03,38.37,60.6,,,,19.13,80.87,,,1.13,51.54,47.33,,,,,,,,1.57,45.99,52.44,,,,0.12,0.72,4.73,94.43,1.52,6.28,9.32,17.03,65.86,0,0.05,0.74,3.85,95.36,1.49,5.09,10.89,24.25,58.27,,,,,,1.13,3.58,9.42,25.74,60.12,,,0.24,2.24,97.52,0.22,2.24,8.12,16.77,72.66,,,0.11,3.03,96.87,0.41,2.42,8.22,20.71,68.24,,,,,,0.52,2.27,5.32,20.07,71.82,,,,0,100,,0.05,0.6,3.8,95.55,,,,0.01,99.99,,0.05,0.51,2.31,97.12,,,,,,,,0.35,1.57,98.08,14.17,28.11,35.49,20.87,1.36,12.92,34.72,35.72,13.94,2.69,27.16,35.42,30.25,6.9,0.28,29.46,39.88,25.93,4.41,0.33
E14001490,South Northamptonshire,47195,63890,2107,300,1893,0.29,1.39,10.4,87.92,3.6,15.01,39.45,41.94,0.5,2.73,13.89,82.87,1.57,8.4,26.58,63.46,,0.67,21,78.33,0.69,5.34,25.3,68.67,,8.51,91.49,,,0.45,33.68,65.87,,,,10.71,89.29,,,,35.41,64.59,,,,18,82,,,,32.49,67.51,,,,0.02,0.44,1.88,97.65,0.68,2.01,5.72,18.64,72.95,0,0.05,0.6,4.2,95.16,,1.23,3.94,17.47,77.36,,,,5.67,94.33,,0.58,2.38,15.21,81.83,,,0.11,1.58,98.32,0.11,1.27,4.22,14.43,79.97,,0.01,0.22,3.55,96.22,,0.66,2.52,12.48,84.34,,,,3.67,96.33,,0.32,1.58,10.67,87.43,,,,,100,,,0.34,1.85,97.81,,,,0.03,99.97,,,,1.38,98.62,,,,,100,,,,1.32,98.68,5.4,12.8,39.03,38.19,4.58,8.93,22.43,38.15,22.52,7.97,15.01,32.51,42.92,9.29,0.27,20.31,34.64,36.39,7.25,1.41
E14001491,South Ribble,45851,13998,992,125,628,,,4.17,95.83,0.41,4.15,33.19,62.25,,0.06,3.42,96.51,0.5,5.65,28.13,65.73,,,22.4,77.6,0.32,2.23,28.5,68.95,,1.7,98.3,,,,13.02,86.98,,,,2.04,97.96,,,,18.85,81.15,,,,23.2,76.8,,,,17.83,82.17,,,,,,0.06,99.94,0.04,0.19,1.21,5.17,93.4,,,,0.11,99.89,0.1,0.5,1.51,8.06,89.82,,,,16.8,83.2,,0.16,0.8,8.92,90.13,,,,0.06,99.94,,0.14,0.14,3.68,96.04,,,,0.08,99.92,,0.1,0.71,6.85,92.34,,,,14.4,85.6,,,0.48,6.53,92.99,,,,,100,,,,0.06,99.94,,,,,100,,,,0.1,99.9,,,,,100,,,,0.16,99.84,0.52,18.33,24.34,53.71,3.1,0.52,24.8,32.7,39.94,2.04,9.32,31.69,34.42,23.29,1.28,9.85,38.83,33.58,17.23,0.5
E14001492,South Shields,46569,3435,560,,351,,,0.61,99.39,,0.5,25.09,74.41,,,0.99,99.01,,3.39,14.82,81.79,,,,,,5.41,15.95,78.63,,0.2,99.8,,,0.01,5.68,94.31,,,,0.93,99.07,,,0.54,8.93,90.54,,,,,,,,0.85,13.11,86.04,,,,,,1.15,98.85,,0.23,0.87,6.99,91.91,,,,1.4,98.6,,0.54,2.32,7.32,89.82,,,,,,,0.85,3.42,9.69,86.04,,,,0.15,99.85,,,0.79,2.62,96.59,,,,0.26,99.74,,,2.14,1.79,96.07,,,,,,,,3.42,1.99,94.59,,,,,100,,,,0.17,99.83,,,,,100,,,,0.54,99.46,,,,,,,,,0.85,99.15,1.99,0.69,3.39,36.57,57.36,2.59,2.21,4.45,35.2,55.55,5.36,3.67,20.53,47.58,22.86,9.08,6.35,19.83,41.34,23.41
E14001493,South Shropshire,47630,182282,6965,,2850,1.29,2.86,14.54,81.31,10.09,14.32,29.23,46.36,3.78,6.22,16.04,73.96,14.59,18.55,30.5,36.37,,,,,12.98,14.42,29.89,42.7,0.48,49.61,49.91,,,3.06,63.29,33.66,,,2.77,46.72,50.51,,,5.48,62.93,31.59,,,,,,,,4.7,68.32,26.98,,,0.3,0.66,1.4,6.07,91.57,3.16,5.52,9.41,19.85,62.06,0.78,1.79,3.85,10.26,83.32,3.26,8.14,12.45,22.58,53.57,,,,,,2.32,8.67,9.61,20.35,59.05,0.04,0.4,0.75,3.33,95.48,1.11,2.96,6.93,15.6,73.4,0.19,0.92,2.28,6.92,89.69,0.69,4.15,9.02,20.6,65.54,,,,,,0.81,3.79,8.88,18.32,68.21,,0,0.04,0.28,99.68,0.29,0.54,1.18,4.35,93.65,0,0.02,0.13,0.77,99.08,0.07,0.33,2.24,4.19,93.17,,,,,,0.04,0.53,4.25,4.32,90.88,23.67,51.91,24.37,0.05,,35.91,49.65,14.3,0.14,0,34.26,59.07,6.67,,,47.46,47.69,4.85,0,
